Constant,LOWPRE,AADT,LWIDTH,Length,INTPM,Nlanes,HISNOW,Crash,Group,ID,Missing
1,0,1.898734177,53,1.881852838,0.632911392,1.265822785,0,140,1,1,0.052476188
1,0,1.693548387,51.5,3.02187442,0.322580645,0.725806452,1,135,1,2,0.699844275
1,0,0.531914894,50.5,1.041219294,1.063829787,0.531914894,1,133,1,3,0.511565398
1,0,9.433962264,53.7,0.114750671,1.886792453,0.943396226,0,109,1,4,0.883494886
1,0,0.666666667,40.5,0.944749575,1.333333333,1.333333333,1,97,1,5,0.760492449
1,0,1.739130435,50.5,0.63227782,0.869565217,1.739130435,1,81,1,6,0.139880214
1,0,1.675977654,44.8,0.94108534,0,1.117318436,0,80,1,7,0.301898932
1,0,1.333333333,41.5,0.873552675,0.666666667,0.666666667,0,69,1,8,0.973086848
1,0,1.117318436,44.8,1.925500852,0.558659218,1.117318436,1,69,1,9,0.162085971
1,0,1.431202825,41.41666667,0.768003115,0.614123404,1.148559563,0.555555556,50,2,1,0.506248844
1,0,1.270985917,40.12666667,0.668784549,0.57396278,1.168477972,0.555555556,40,2,2,0.507835831
1,0,1.11076901,38.83666667,0.569565983,0.533802156,1.188396381,0.555555556,30,2,3,0.509422819
1,0,0.950552103,37.54666667,0.470347418,0.493641532,1.20831479,0.555555556,20,2,4,0.511009806
1,0,0.790335196,36.25666667,0.371128852,0.453480908,1.2282332,0.555555556,34,2,5,0.512596794
1,0,0.630118288,34.96666667,0.271910286,0.413320284,1.248151609,0.555555556,40,2,6,0.514183781
1,0,0.469901381,33.67666667,0.172691721,0.37315966,1.268070018,0.555555556,30,2,7,0.515770769
1,0,0.309684474,32.38666667,0.073473155,0.332999036,1.287988427,0.555555556,20,2,8,0.517357756
1,0,0.149467567,31.09666667,-0.02574541,0.292838412,1.307906836,0.555555556,10,2,9,0.518944744
